id,title,price,description,long,latitude,review_airbnb,calification_rate,created_at,verified,host_review,cameras_on_site,rooms,year,city,Commune_name,Commune_number
637133549619127552,"Increíble apartamento 2BR en Provenza con aire acondicionado, vistas y piscina",589801.0,"Condo entero en Medellín, Colombia",-75.564873,6.213622,82.0,4.93,2021-03,True,524.0,False,2.0,2021.0,MEDELLÍN,El Poblado,Comuna 6
981184847521067264,The Spot Bldg 54,858557.0,"Vivienda rentada entero en Medellín, Colombia",-75.56575641,6.211643859,21.0,4.95,2021-06,True,1167.0,False,3.0,2021.0,MEDELLÍN,El Poblado,Comuna 6
42046909,Suite de lujo con bañera de hidromasaje en el corazón de Lleras Park,876825.0,"Apartamento con servicios incluidos entero en Medellín, Colombia",-75.56799,6.20798,356.0,4.8,2020-02,True,624.0,True,2.0,2020.0,MEDELLÍN,El Poblado,Comuna 6
878438905030744192,¡Apartamento moderno en el corazón de El Poblado + View!,747019.0,"Vivienda rentada entero en Medellín, Colombia",-75.57022,6.18591,29.0,4.97,2020-01,True,146.0,False,4.0,2020.0,MEDELLÍN,El Poblado,Comuna 6
31051509,Lleras de 6 dormitorios con jacuzzi PRIVADO para 12 personas,1194288.0,"Vivienda rentada entero en Medellín, Colombia",-75.57137,6.20896,124.0,4.66,2015-09,True,1441.0,True,6.0,2015.0,MEDELLÍN,El Poblado,Comuna 6
48399741,para disfrutar de lo mejor del diseño y del arte de Medellín.,732304.0,"Vivienda rentada entero en Medellín, Colombia",-75.56651,6.20201,26.0,4.62,2016-07,True,87.0,False,2.0,2016.0,MEDELLÍN,El Poblado,Comuna 6
761412457911041536,Increíble apartamento espacioso con aire acondicionado 3bd @Poblado- Provenza,750393.0,"Condo entero en Medellín, Colombia",-75.56203231,6.202595904,58.0,4.97,2016-04,True,376.0,False,3.0,2016.0,MEDELLÍN,El Poblado,Comuna 6
1020985795537860608,Ático chic en Poblado con limpieza/chef y vista épica,285005.0,"Vivienda rentada entero en Medellín, Colombia",-75.56714613,6.208799013,4.0,5.0,2023-09,True,20.0,True,5.0,2023.0,MEDELLÍN,El Poblado,Comuna 6
761374257731604352,Cómodo apartamento con jacuzzi y vista al Poblado|Cerca de Provenza,749285.0,"Vivienda rentada entero en Medellín, Colombia",-75.56401,6.21217,79.0,4.85,2016-04,True,376.0,False,2.0,2016.0,MEDELLÍN,El Poblado,Comuna 6
26960605,EnergyLiving2BD Apt with Terrace 1804,748137.0,"Vivienda rentada entero en Medellín, Colombia",-75.56036,6.20994,184.0,4.95,2015-08,True,214.0,False,2.0,2015.0,MEDELLÍN,El Poblado,Comuna 6
45976188,Apartamento de 2 dormitorios en Provenza con jacuzzi privado,788869.0,"Vivienda rentada entero en Medellín, Colombia",-75.56658,6.20846,43.0,4.65,2020-01,True,463.0,True,2.0,2020.0,MEDELLÍN,El Poblado,Comuna 6
38701716,Moderno y elegante apartamento de 2 dormitorios en El Poblado privilegiado,787721.0,"Vivienda rentada entero en Medellín, Colombia",-75.56567,6.20767,94.0,4.94,2019-06,True,593.0,True,2.0,2019.0,MEDELLÍN,El Poblado,Comuna 6
32417859,*Top-Notch Penthouse | Poblado Near Parque Lleras*,774144.0,"Vivienda rentada entero en Medellín, Colombia",-75.56473,6.21439,279.0,4.97,2011-12,True,694.0,False,2.0,2011.0,MEDELLÍN,El Poblado,Comuna 6
52365586,CAFETERÍA PAZ 202,581211.0,"Apartamento con servicios incluidos entero en Medellín, Colombia",-75.56495,6.20927,101.0,4.79,2019-01,True,2755.0,True,2.0,2019.0,MEDELLÍN,El Poblado,Comuna 6
1021133421613174656,"Luxe Escape: jacuzzi, barbacoa, piscina y gimnasio - Morph 602",735114.0,"Vivienda rentada entero en Medellín, Colombia",-75.5671467,6.2017048,6.0,5.0,2017-01,True,3674.0,False,2.0,2017.0,MEDELLÍN,El Poblado,Comuna 6
1050092756719328640,Morph 1202 - Vida glamurosa: jacuzzi/balcón/barbacoa.,735114.0,"Vivienda rentada entero en Medellín, Colombia",-75.5671467,6.2017048,4.0,5.0,2017-01,True,3674.0,False,2.0,2017.0,MEDELLÍN,El Poblado,Comuna 6
804319509943025920,(502). Apartamento de lujo de dos habitaciones. En Provenza Mde.,681992.0,"Vivienda rentada entero en Medellín, Colombia",-75.56716,6.2109,25.0,4.8,2022-10,True,173.0,True,2.0,2022.0,MEDELLÍN,El Poblado,Comuna 6
684766157011677952,Provenza Forever W&L Edificio 73,882233.0,"Vivienda rentada entero en Medellín, Colombia",-75.56246,6.20338,80.0,4.84,2021-06,True,1167.0,False,3.0,2021.0,MEDELLÍN,El Poblado,Comuna 6
558459191887292800,Provenza 5 Bd - Golden Jacuzzi - 2 min walk LLeras,1461797.0,"Apartamento con servicios incluidos entero en Medellín, Colombia",-75.56587,6.21028,69.0,4.83,2015-09,True,1441.0,True,5.0,2015.0,MEDELLÍN,El Poblado,Comuna 6
886231255597822464,Apartamento de lujo de 2 dormitorios con jacuzzi privado/aire acondicionado/gran terraza,632552.0,"Vivienda rentada entero en Medellín, Colombia",-75.55559,6.20725,15.0,4.73,2018-10,True,1019.0,False,2.0,2018.0,MEDELLÍN,El Poblado,Comuna 6
1048191696843567232,"1002, hermoso apartamento en el corazón de El Poblado",784798.0,"Vivienda rentada entero en Medellín, Colombia",-75.56796608,6.18622207,1.0,,2020-01,True,146.0,False,4.0,2020.0,MEDELLÍN,El Poblado,Comuna 6
930584715665774720,Un apartamento de 5 estrellas y 2 dormitorios | Jacuzzi privado | AC,719280.0,"Vivienda rentada entero en Medellín, Colombia",-75.55398187,6.20695328,19.0,4.95,2018-10,True,1019.0,False,2.0,2018.0,MEDELLÍN,El Poblado,Comuna 6
42509844,Ático de lujo de 2 pisos,839893.0,"Vivienda rentada entero en Medellín, Colombia",-75.56921,6.20243,108.0,4.93,2014-06,True,415.0,False,4.0,2014.0,MEDELLÍN,El Poblado,Comuna 6
51510274,¡Apartamento único con jacuzzi privado y terraza!,652581.0,"Apartamento con servicios incluidos entero en Medellín, Colombia",-75.55423,6.20679,124.0,4.99,2016-03,True,486.0,False,1.0,2016.0,MEDELLÍN,El Poblado,Comuna 6
52269614,"Hermoso y moderno, cerca de Provenza y Las Palmas",657143.0,"Vivienda rentada entero en Medellín, Colombia",-75.564461,6.21365,142.0,4.99,2013-05,True,142.0,False,2.0,2013.0,MEDELLÍN,El Poblado,Comuna 6
37459939,Apartamento moderno de 2 dormitorios en el corazón de El Poblado,787721.0,"Vivienda rentada entero en Medellín, Colombia",-75.56806,6.20713,97.0,4.95,2019-06,True,593.0,True,2.0,2019.0,MEDELLÍN,El Poblado,Comuna 6
40699061,Classy apartament - Lleras Park and Provenza,827859.0,"Vivienda rentada entero en Medellín, Colombia",-75.56685638,6.20991993,214.0,4.93,2018-01,True,556.0,False,2.0,2018.0,MEDELLÍN,El Poblado,Comuna 6
917276479735536000,L1  Laureles House con azotea y jacuzzi,710889.0,"Alojamiento entero en Medellín, Colombia",-75.59906526,6.249551083,14.0,4.86,2015-12,True,457.0,True,7.0,2015.0,MEDELLÍN,Laureles Estadio,Comuna 10
648518625826478592,"¡Aire acondicionado, 2BR, Provenza, 300 MB, LTerrace, jacuzzi privado!",1128143.0,"Vivienda rentada entero en Medellín, Colombia",-75.56378,6.21191,26.0,4.69,2022-06,True,859.0,True,2.0,2022.0,MEDELLÍN,El Poblado,Comuna 6
818165461697922432,Parque Lleras Apto para huéspedes con aire acondicionado y mesa de billar,783763.0,"Vivienda rentada entero en Medellín, Colombia",-75.56728,6.20954,25.0,4.48,2015-02,True,1465.0,True,4.0,2015.0,MEDELLÍN,El Poblado,Comuna 6
789144882351023360,¡2bedR-Ac-300mb- balcony- jacuzzi-wake 616!,936201.0,"Vivienda rentada entero en Medellín, Colombia",-75.56571,6.21214,30.0,4.9,2022-06,True,859.0,True,2.0,2022.0,MEDELLÍN,El Poblado,Comuna 6
1035584728326381824,Morph 1402-Stylish apt in Poblado/Priv Jacuzzi/AC,735114.0,"Vivienda rentada entero en Medellín, Colombia",-75.5671467,6.2017048,3.0,5.0,2017-01,True,3674.0,False,2.0,2017.0,MEDELLÍN,El Poblado,Comuna 6
1044194574571715968,Morph 1101 - Apartamento sofisticado y brillante/jacuzzi/barbacoa,735114.0,"Vivienda rentada entero en Medellín, Colombia",-75.5671467,6.2017048,2.0,,2017-01,True,3674.0,False,2.0,2017.0,MEDELLÍN,El Poblado,Comuna 6
1035640332803152768,Amplio apartamento con vistas a la ciudad y jacuzzi - Morph 701,735114.0,"Vivienda rentada entero en Medellín, Colombia",-75.5671467,6.2017048,2.0,,2017-01,True,3674.0,False,2.0,2017.0,MEDELLÍN,El Poblado,Comuna 6
745800008924088064,(401). Apartamento de lujo de dos habitaciones. En Provenza Mde.,834391.0,"Apartamento con servicios incluidos entero en Medellín, Colombia",-75.5665,6.20997,33.0,4.94,2022-10,True,173.0,False,2.0,2022.0,MEDELLÍN,El Poblado,Comuna 6
23611449,Spr Balcón AC Prv. Jacuzzi / Poblado Energy Living,752095.0,"Vivienda rentada entero en Medellín, Colombia",-75.55882,6.21131,51.0,4.96,2016-04,True,197.0,False,1.0,2016.0,MEDELLÍN,El Poblado,Comuna 6
1039899824752415232,Morph 1002-Luxe apt in Poblado/Jacuzzi/Pool/BBQ,735114.0,"Vivienda rentada entero en Medellín, Colombia",-75.5671467,6.2017048,1.0,,2021-10,True,240.0,False,2.0,2021.0,MEDELLÍN,El Poblado,Comuna 6
893066258462662656,¡Increíble apartamento en el corazón de El Poblado + View!,743166.0,"Vivienda rentada entero en Medellín, Colombia",-75.57006,6.18589,14.0,5.0,2020-01,True,146.0,False,4.0,2020.0,MEDELLÍN,El Poblado,Comuna 6
778285261744541184,¡Ac + Balcony + Jacuzzi Wake 716!,985087.0,"Vivienda rentada entero en Medellín, Colombia",-75.56557,6.21055,40.0,4.8,2022-06,True,859.0,False,2.0,2022.0,MEDELLÍN,El Poblado,Comuna 6
971261857592903936,NUEVO apartamento impresionante 360 View @Poblado cerca de Provenza,724387.0,"Vivienda rentada entero en Medellín, Colombia",-75.5646733,6.2133147,19.0,4.95,2016-04,True,376.0,False,3.0,2016.0,MEDELLÍN,El Poblado,Comuna 6
990544862053524736,"""Penthouse-confort-vista- montañas.",724571.0,"Vivienda rentada entero en Medellín, Colombia",-75.5895806,6.23745068,5.0,5.0,2023-09,True,5.0,False,4.0,2023.0,MEDELLÍN,Belén,Comuna 16
918738930908395776,Apartamento de Lujo Provenza,632196.0,"Apartamento con servicios incluidos entero en Medellín, Colombia",-75.56796416,6.212411867,12.0,4.92,2017-02,True,61.0,False,2.0,2017.0,MEDELLÍN,El Poblado,Comuna 6
605291445389528320,302 Amplio apartamento con buena vista en El Poblado,613183.0,"Vivienda rentada entero en Medellín, Colombia",-75.56951,6.18557,11.0,4.82,2019-11,True,435.0,False,4.0,2019.0,MEDELLÍN,El Poblado,Comuna 6
998845226454662528,Ático con jacuzzi en el parque Lleras,667571.0,"Vivienda rentada entero en Medellín, Colombia",-75.5687105,6.2106624,4.0,5.0,2022-05,True,153.0,False,3.0,2022.0,MEDELLÍN,El Poblado,Comuna 6
40394835,Hermoso apartamento de 2 dormitorios justo en El Poblado,792827.0,"Vivienda rentada entero en Medellín, Colombia",-75.56626,6.2092,99.0,4.93,2019-06,True,593.0,False,2.0,2019.0,MEDELLÍN,El Poblado,Comuna 6
43300343,202 City View Terrace en El Poblado,680000.0,"Vivienda rentada entero en Medellín, Colombia",-75.57009,6.18635,53.0,4.64,2019-11,True,435.0,False,3.0,2019.0,MEDELLÍN,El Poblado,Comuna 6
40332561,Departamento moderno y espacioso de 502 colinas El Poblado,664850.0,"Vivienda rentada entero en Medellín, Colombia",-75.56992,6.18753,47.0,4.72,2019-11,True,435.0,False,4.0,2019.0,MEDELLÍN,El Poblado,Comuna 6
839060807493320320,ARYA Penthouse 3BD/3.5Bath Huge Jacuzzi El Poblado,701309.0,"Vivienda rentada entero en Medellín, Colombia",-75.56816854,6.210754166,40.0,4.63,2019-03,True,695.0,False,3.0,2019.0,MEDELLÍN,El Poblado,Comuna 6
914625872980649216,Oasis de vida energética de 2 dormitorios | Guardia 24/7 | Piscina | Gimnasio,732351.0,"Vivienda rentada entero en Medellín, Colombia",-75.55992,6.21336,3.0,4.67,2020-01,True,107.0,False,2.0,2020.0,MEDELLÍN,El Poblado,Comuna 6
866774650318147584,Espectacular Casa Completa con Jacuzzi Privado,793382.0,"Alojamiento entero en Medellín, Colombia",-75.59118,6.26028,6.0,4.5,2021-12,True,31.0,False,4.0,2021.0,MEDELLÍN,Laureles Estadio,Comuna 10
1038444916018194432,Morph 1002-Luxe apt in Poblado/Jacuzzi/AC/BBQ,735114.0,"Vivienda rentada entero en Medellín, Colombia",-75.5671467,6.2017048,2.0,,2017-01,True,3674.0,False,2.0,2017.0,MEDELLÍN,El Poblado,Comuna 6
1024698148317677568,Morph 501: espacioso apartamento acogedor con jacuzzi privado/barbacoa.,735114.0,"Vivienda rentada entero en Medellín, Colombia",-75.5671467,6.2017048,8.0,4.88,2017-01,True,3674.0,False,2.0,2017.0,MEDELLÍN,El Poblado,Comuna 6
804313892073477376,(303). Apartamento de lujo de dos habitaciones. En Provenza Mde.,681992.0,"Vivienda rentada entero en Medellín, Colombia",-75.56708,6.21102,25.0,4.92,2022-10,True,173.0,True,2.0,2022.0,MEDELLÍN,El Poblado,Comuna 6
804302032720958464,(403). Apartamento de lujo de dos habitaciones. En Provenza Mde.,681992.0,"Vivienda rentada entero en Medellín, Colombia",-75.56643,6.21003,23.0,4.96,2022-10,True,173.0,False,2.0,2022.0,MEDELLÍN,El Poblado,Comuna 6
1048187727759476736,Apartamento de lujo en el corazón de El Poblado,856728.0,"Vivienda rentada entero en Medellín, Colombia",-75.56880228,6.18547953,2.0,,2020-01,True,146.0,False,4.0,2020.0,MEDELLÍN,El Poblado,Comuna 6
1036168086510773376,Morph 1402-Stylish apt in Poblado/Priv Jacuzzi/AC,735114.0,"Vivienda rentada entero en Medellín, Colombia",-75.5671467,6.2017048,1.0,,2021-10,True,240.0,False,2.0,2021.0,MEDELLÍN,El Poblado,Comuna 6
928181421396917504,¡Apartamento de lujo de 902 en el corazón de El Poblado!,755688.0,"Vivienda rentada entero en Medellín, Colombia",-75.56983,6.18568,17.0,4.82,2020-01,True,146.0,False,4.0,2020.0,MEDELLÍN,El Poblado,Comuna 6
1039844501065739648,"Luxe Escape: jacuzzi, barbacoa, piscina y gimnasio - Morph 602",735114.0,"Vivienda rentada entero en Medellín, Colombia",-75.5671467,6.2017048,0.0,,2021-10,True,240.0,False,2.0,2021.0,MEDELLÍN,El Poblado,Comuna 6
631831430684338304,"Agradable casa 2 jacuzzi, laureles,estadio,setenta",749086.0,"Alojamiento entero en Medellín, Colombia",-75.58994,6.25387,23.0,4.83,2022-05,True,137.0,True,4.0,2022.0,MEDELLÍN,Laureles Estadio,Comuna 10
39116383,"""3BR Parque Lleras Penthouse, Jacuzzi""",890639.0,"Vivienda rentada entero en Medellín, Colombia",-75.56775,6.20776,0.0,,2013-07,True,248.0,True,3.0,2013.0,MEDELLÍN,El Poblado,Comuna 6
992271897295594496,Penthouse de belleza en un hotel,710600.0,"Vivienda rentada entero en Medellín, Colombia",-75.59395115,6.247785312,1.0,,2023-06,True,5.0,True,2.0,2023.0,MEDELLÍN,Laureles Estadio,Comuna 10
884156181690808320,Nuevo apartamento exclusivo de 3 dormitorios en Provenza,712512.0,"Condo entero en Medellín, Colombia",-75.56408,6.2039,31.0,4.84,2022-08,True,45.0,False,3.0,2022.0,MEDELLÍN,El Poblado,Comuna 6
818143893571928320,"Parque Lleras King con aire acondicionado y apto para huéspedes, 100 megas.",870293.0,"Vivienda rentada entero en Medellín, Colombia",-75.56728,6.20954,39.0,4.67,2015-02,True,1465.0,True,4.0,2015.0,MEDELLÍN,El Poblado,Comuna 6
992242294686624256,"Penthouse en Hotel de Laureles, con balcón",607965.0,"Vivienda rentada entero en Medellín, Colombia",-75.59448806,6.248100426,1.0,,2023-06,True,5.0,True,2.0,2023.0,MEDELLÍN,Laureles Estadio,Comuna 10
812163118566406656,"¡2 dormitorios, 300 mb, balcón, apartamento de lujo, sin aire acondicionado!",899467.0,"Vivienda rentada entero en Medellín, Colombia",-75.56466463,6.21105399,26.0,4.92,2022-06,True,859.0,True,2.0,2022.0,MEDELLÍN,El Poblado,Comuna 6
1006015826968547584,Villa Palos Altos,876286.0,"Alojamiento entero en Medellín, Colombia",-75.55661884,6.201749586,7.0,4.57,2018-07,True,464.0,True,5.0,2018.0,MEDELLÍN,El Poblado,Comuna 6
1015261358888232832,"Calle 9, 4 dormitorios con jacuzzi en el parque Lleras",771887.0,"Vivienda rentada entero en Medellín, Colombia",-75.5694942,6.2095184,1.0,,2015-05,True,916.0,True,4.0,2015.0,MEDELLÍN,El Poblado,Comuna 6
40914203,301 Espacio moderno en la zona exclusiva de El Poblado,667143.0,"Vivienda rentada entero en Medellín, Colombia",-75.56991,6.18678,86.0,4.44,2019-11,True,435.0,False,4.0,2019.0,MEDELLÍN,El Poblado,Comuna 6
40751388,Apartamento zen de 2 dormitorios en el corazón de El Poblado,859526.0,"Vivienda rentada entero en Medellín, Colombia",-75.56743,6.20904,123.0,4.95,2019-06,True,593.0,True,2.0,2019.0,MEDELLÍN,El Poblado,Comuna 6
947366540176480640,Jacuzzi Provenza Garden ¡Ideal para huéspedes!,708553.0,"Vivienda rentada entero en Medellín, Colombia",-75.56708626,6.207245753,10.0,4.9,2018-05,True,74.0,True,2.0,2018.0,MEDELLÍN,El Poblado,Comuna 6
639626718118243968,"Casa 2 jacuzzi laureles, setenta,estadio,9 huesped",750000.0,"Alojamiento entero en Medellín, Colombia",-75.588577,6.25249,49.0,4.73,2022-05,True,137.0,True,4.0,2022.0,MEDELLÍN,Laureles Estadio,Comuna 10
1023330146242422016,"Parque Lleras, mesa de billar, con aire acondicionado y apto para huéspedes",753798.0,"Vivienda rentada entero en Medellín, Colombia",-75.565276,6.2072118,3.0,4.33,2015-02,True,1465.0,True,4.0,2015.0,MEDELLÍN,El Poblado,Comuna 6
931220050931847680,"Parque Lleras King con aire acondicionado y apto para huéspedes, 100 meg",679142.0,"Vivienda rentada entero en Medellín, Colombia",-75.5646344,6.2072791,13.0,4.23,2015-02,True,1465.0,False,4.0,2015.0,MEDELLÍN,El Poblado,Comuna 6
749498109601720448,¡Apartamento de lujo en la chimenea de El Poblado + vista!,767040.0,"Vivienda rentada entero en Medellín, Colombia",-75.56826,6.18725,30.0,4.77,2020-01,True,146.0,False,4.0,2020.0,MEDELLÍN,El Poblado,Comuna 6
979135072768211968,¡Encantadora casa en Medellín!,542857.0,"Alojamiento entero en Medellín, Colombia",-75.603424,6.2235092,12.0,5.0,2023-09,True,12.0,True,7.0,2023.0,MEDELLÍN,Belén,Comuna 16
1037622507569780736,"El Poblado, 216 mt2, moderno en el Tesoro",500000.0,"Vivienda rentada entero en Medellín, Colombia",-75.5584304,6.1989624,0.0,,2021-04,True,55.0,False,4.0,2021.0,MEDELLÍN,El Poblado,Comuna 6
937058642017051520,"Grande y moderna Casa, 7 baños/ 15 min Poblado",1005143.0,"Alojamiento entero en Medellín, Colombia",-75.589166,6.2516688,15.0,5.0,2017-01,True,78.0,True,6.0,2017.0,MEDELLÍN,Laureles Estadio,Comuna 10
897327859618878848,estudio 14,650000.0,"Vivienda rentada entero en Medellín, Colombia",-75.5741608,6.2213794,3.0,4.33,2015-11,True,59.0,False,3.0,2015.0,MEDELLÍN,El Poblado,Comuna 6
778150674060723712,Moderno apartamento de 215 m2 con turco & jacuzzi,761429.0,"Condo entero en Medellín, Colombia",-75.5675639,6.2110223,25.0,4.64,2020-02,True,319.0,True,5.0,2020.0,MEDELLÍN,El Poblado,Comuna 6
1055363895869896832,Apartamento. en prestigioso hotel,720000.0,"Vivienda rentada entero en Medellín, Colombia",-75.57315617,6.210391068,0.0,,2022-12,True,39.0,False,1.0,2022.0,MEDELLÍN,El Poblado,Comuna 6
770240737150436480,Casa Patio 101 Departamento lujo,475008.0,"Vivienda rentada entero en Medellín, Colombia",-75.59033,6.24819,23.0,4.78,2022-11,True,116.0,False,3.0,2022.0,MEDELLÍN,Laureles Estadio,Comuna 10
650202475275388928,"Lujoso apartamento jacuzzi en la 70,estadio,metro",507143.0,"Alojamiento entero en Medellín, Colombia",-75.589128,6.2526719,30.0,4.8,2022-05,True,137.0,True,2.0,2022.0,MEDELLÍN,Laureles Estadio,Comuna 10
47744125,Lleras Park Apartment 302,686505.0,"Vivienda rentada entero en Medellín, Colombia",-75.56794,6.20923,149.0,4.62,2019-01,True,2755.0,False,3.0,2019.0,MEDELLÍN,El Poblado,Comuna 6
