id,title,price,description,long,latitude,review_airbnb,calification_rate,created_at,verified,host_review,created_at_1,cameras_on_site,rooms
761786570938290898,Habitación compartida en hostal,39584,"Alojamiento entero en MEDELLÍN, Colombia",-75.56004897619628,6.25769652108978,3,4.67,11/2022,True,11,02/23,False,2
52075844,"Habitación privada, vecindario tranquilo y cerca del centro",43542,"Habitación en MEDELLÍN, Colombia",-75.55261,6.25587,6,5.0,,,,02/17,False,1
40836434,Habitación nivel 13 - cama doble,45000,"Habitación en MEDELLÍN, Colombia",-75.57174,6.25974,2,,,,,02/17,False,1
801625399341627894,Cómoda habitación privada,40286,"Habitación en Bello, Colombia",-75.56578,6.32447,13,4.85,,,,02/23,False,1
34476117,CASA COLONIAL ENVIGADO,39584,"Habitación en Envigado, Colombia",-75.58282,6.16304,24,4.79,,,,02/17,False,4
18078787,Centro hitórico y cerca al poblado,47501,"Habitación en MEDELLÍN, Colombia",-75.56207,6.25227,114,4.89,,,,02/17,False,1
952379963805221033,Bienvenido a MEDELLÍN - Piscina | Estacionamiento | Gimnasio | Sauna,39584,"Habitación en La Bahia, Colombia",-75.608164,6.143851,3,5.0,,,,09/23,False,1
817558839983113623,"Tranquila , familiar , central.Cuarto pequeño.",40000,"Habitación en MEDELLÍN, Colombia",-75.59978,6.24813,2,,,,,02/23,False,1
644931416223771288,Habitación 4 Belén cerca de Metroplús,40736,"Habitación en MEDELLÍN, Colombia",-75.60357,6.22558,19,4.79,,,,02/22,False,1
884762804592811415,Habitación en MEDELLÍN,41685,"Habitación en MEDELLÍN, Colombia",-75.60675,6.25332,4,4.75,,,,02/23,False,1
742682977114112993,"Un lugar para conversar
Hotel boutique Marblado.",42000,"Habitación en MEDELLÍN, Colombia",-75.55976,6.25879,4,4.5,,,,02/23,False,4
1050166880185314523,Habitación con AC Exito Laureles,44000,"Habitación en MEDELLÍN, Colombia",-75.60078745455107,6.251234269726273,1,,,,,12/23,False,1
966822201738841166,Casa Colonial Habitación 5,43000,"Habitación en Envigado, Colombia",-75.58195006102324,6.160975229672216,0,,,,,02/17,False,1
1032602708334688518,MoraZ Verde La Candelaria,66000,"Habitación en MEDELLÍN, Colombia",-75.5624129,6.2424747,3,4.67,,,,02/23,False,1
822344299835752829,Piso compartido de habitación privada,42537,"Habitación en Sabaneta, Colombia",-75.61006008095094,6.1422059551213755,7,4.86,,,,02/20,False,1
1036526174051351981,Hab. 7 Belen Sector Central,40707,"Habitación en MEDELLÍN, Colombia",-75.6042006378156,6.225462710967001,5,5.0,,,,02/22,False,1
20533043,Amplia y Cómoda habitación en Envigado.,39000,"Habitación en Envigado, Colombia",-75.58343,6.17174,2,,,,,02/18,False,1
952137874043913080,habitación #3 Cómoda y central,44357,"Habitación en MEDELLÍN, Colombia",-75.5576691,6.2611561,3,4.0,,,,08/23,True,1
40403333,Habitación en edificio seguro cerca al centro.,42000,"Habitación en MEDELLÍN, Colombia",-75.55812,6.25566,5,5.0,,,,02/22,False,1
863758671521918645,habitación privada #3,43542,"Habitación en MEDELLÍN, Colombia",-75.5612903,6.2580529,6,4.83,,,,02/22,False,1
22066610,HABITAción DE MEDELLÍN BILINGÜE,47501,"Habitación privada en apartamento con servicios incluidos en Dymek, Colombia",-75.61333,6.28178,2,,05/2013,True,13,02/13,False,1
795167539760038973,pequeño Amanecer en laureles,39584,"Habitación en MEDELLÍN, Colombia",-75.59409649999999,6.233042999999999,5,4.8,,,,02/19,False,1
760923026511754159,Hab. Doble Estandar - Hostal Los Colores,41403,"Habitación en MEDELLÍN, Colombia",-75.59474860400758,6.262669324463697,18,4.94,,,,02/22,False,1
31680073,alojamiento Guillen,40000,"Habitación en MEDELLÍN, Colombia",-75.61324,6.24189,1,,,,,06/23,False,1
920387530598822865,Comoda Habitacion,42000,"Habitación en MEDELLÍN, Colombia",-75.5593064,6.2493002,0,,,,,04/23,True,1
791222494844170267,habitación baño privado zona segura,39584,"Habitación en MEDELLÍN, Colombia",-75.58508,6.23612,13,5.0,,,,02/23,False,1
822577180046657051,Casa Colonial Habitación 2,43173,"Habitación en Envigado, Colombia",-75.58195006102324,6.160975229672216,0,,,,,02/17,False,1
18346172,Sala de belleza 2,39584,"Habitación en Envigado, Colombia",-75.5812,6.16296,1,,,,,02/17,False,1
939397759684148908,Habitación al norte de MEDELLÍN.,39912,"Habitación en Bello, Colombia",-75.5426288,6.3313432,2,,,,,08/23,False,1
688588983360161466,,,,,,,,,,,,,
45516753,Alojamiento sector Envigado,56446,"Habitación en Envigado, Colombia",-75.58065,6.17211,4,5.0,,,,02/21,False,1
590700437534872733,Habitación 3 en Belén cerca de Metroplús,39420,"Habitación en MEDELLÍN, Colombia",-75.60381,6.22718,13,4.77,,,,02/22,False,1
880360436482363889,chalohouse,40569,"Habitación en MEDELLÍN, Colombia",-75.55526944127806,6.244201254253212,0,,,,,02/20,False,1
1050275231251606171,Increíble internet de alta velocidad en la habitación.,40000,"Habitación en MEDELLÍN, Colombia",-75.60117,6.25163,0,,,,,12/23,False,1
37095493,"Habitación ideal, privada.",39000,"Habitación en MEDELLÍN, Colombia",-75.58084,6.22935,20,4.95,,,,02/19,False,1
937871838802792314,Habitación privada 05 CasaHostal,40300,"Habitación en MEDELLÍN, Colombia",-75.58329440000001,6.222599499999999,1,,,,,08/23,False,1
18345848,Sala de belleza 1,39584,"Habitación en Envigado, Colombia",-75.58146,6.169,5,4.8,,,,02/17,False,1
1026250745770281001,Artística habitación privada en parques del Río,60858,"Habitación en MEDELLÍN, Colombia",-75.58433305265692,6.243332557497836,3,4.67,,,,06/23,False,1
40682402,"Habitación ideal, privada",39000,"Habitación en MEDELLÍN, Colombia",-75.59159,6.23176,4,5.0,,,,02/19,False,1
868708888527095855,habitacion comoda en laureles,38400,"Habitación en MEDELLÍN, Colombia",-75.6046456,6.245598999999999,0,,,,,05/23,False,1
1034646215538688250,Hermoso apartamento dúplex cerca al estadio.,143228,"Vivienda rentada entero en MEDELLÍN, Colombia",-75.5877814,6.2636983,5,4.6,01/2018,True,5,12/23,False,3
967256343702413359,la casa del descanso,38303,"Habitación en MEDELLÍN, Colombia",-75.55808979999999,6.2336264,1,,,,,09/23,False,1
761522172548203391,Triple Econom baño Compartido - Hostal Los Colores,41403,"Habitación en MEDELLÍN, Colombia",-75.59584,6.263648,4,5.0,,,,02/22,False,1
14716447,Un espacio ideal para compartir.,39584,"Habitación en MEDELLÍN, Colombia",-75.56512,6.24268,1,,08/2016,True,,02/17,False,1
877568599134812492,Habitación privada con baño compartido,41000,"Habitación en MEDELLÍN, Colombia",-75.58448,6.23967,9,5.0,,,,02/23,False,1
945711936563134373,Habitación amoblada,40000,"Habitación en MEDELLÍN, Colombia",-75.59727137327745,6.276735662942886,0,,,,,02/21,False,1
18346499,Beauty ROOM 3 -,39584,"Habitación en Envigado, Colombia",-75.58192,6.16153,4,4.0,,,,02/17,False,1
1021078963936181777,arriendo habitación,36000,"Habitación en MEDELLÍN, Colombia",-75.6023405,6.211875399999999,0,,02/2023,True,,12/23,False,1
48833111,Habitación con baño privado en centro hitórico,40732,"Habitación en MEDELLÍN, Colombia",-75.56117,6.25903,19,4.89,,,,02/21,False,1
761534714500246004,Camarote Familiar - Hostal Los Colores,41403,"Habitación en MEDELLÍN, Colombia",-75.59584,6.263648,3,4.67,,,,02/22,False,1
46237605,Habitación Manila Poblado (3) / Oferta especial al mes completo,39584,"Habitación en MEDELLÍN, Colombia",-75.57061,6.21682,3,5.0,,,,02/16,False,1
52352682,Habitación con baño privado,38275,"Habitación en MEDELLÍN, Colombia",-75.58474,6.26818,1,,,,,02/20,False,1
898748406447283498,habitación en urbanización,40800,"Habitación en Bello, Colombia",-75.55342745035887,6.317040722189788,0,,,,,07/23,False,1
861803806821674926,habitación privada en casa,36510,"Habitación en MEDELLÍN, Colombia",-75.60901790857315,6.211406119308861,0,,,,,04/23,False,1
942657337014300207,"En alquiler , envigado",36000,"Habitación en Envigado, Colombia",-75.58595694601536,6.160462218540447,0,,,,,09/23,False,1
49884996,Habitación privada en excelente zona de Envigado,39000,"Habitación en Envigado, Colombia",-75.58326,6.17148,3,4.0,,,,02/18,False,1
18886189,Excelente! Cerca al tranvia y el centro de ciudad,43152,"Habitación en MEDELLÍN, Colombia",-75.54949188232422,6.238894939422607,2,,05/2017,True,2,02/17,False,1
960497640751804827,Habitación 02- Laureles-Estadio,47143,"Habitación en MEDELLÍN, Colombia",-75.59331250689941,6.266719867650858,21,4.86,,,,04/23,False,3
962685443760831830,,,,,,,,,,,,,
1058760168387381803,Aparta estudio súper central,60000,"Vivienda rentada entero en Bello, Colombia",-75.55039326627097,6.30910078032749,4,3.75,03/2019,True,72,02/22,False,1
806482059680521266,Habitación en hostal-Cerca a Laureles/Belén,55000,"Habitación en MEDELLÍN, Colombia",-75.59798,6.23348,19,4.79,,,,02/23,True,1
1045595402241663028,tu mejor opción escríbenos,60000,"Vivienda rentada entero en MEDELLÍN, Colombia",-75.56218657546394,6.263967135612549,1,,12/2023,True,,01/24,False,1
805232379788948689,"Upb, Laureles, San Joaquín",69000,"Habitación en MEDELLÍN, Colombia",-75.58561913082922,6.246269494524862,23,4.78,,,,02/20,False,1
998774017413185200,pequeña habitación Cómoda en Belén-Laureles,55000,"Habitación en MEDELLÍN, Colombia",-75.59861808689696,6.235172361318548,3,5.0,,,,02/23,False,1
38699580,Habitación casa colonial cerca al metro y Céntrica,43857,"Habitación en MEDELLÍN, Colombia",-75.55627,6.27715,40,4.95,,,,02/20,False,1
848416066050293865,"Casa Belén Habitación 5, Belén parque/Laureles",48000,"Habitación en MEDELLÍN, Colombia",-75.5953011,6.2338214,13,4.92,,,,02/23,False,1
1047156732980290525,Habitacion comoda en Apartamento,55000,"Habitación en MEDELLÍN, Colombia",-75.5800403,6.2790962,1,,,,,12/23,False,1
684826273098224577,Habitaciones tipo hostal  Av La  70  Estadio nro 4,53000,"Habitación privada en apartamento con servicios incluidos en MEDELLÍN, Colombia",-75.5929855,6.249683000000001,38,4.87,04/2022,True,98,02/22,True,1
48299436,Habitación privada Poblado Via Provenza la florida.,45799,"Habitación en MEDELLÍN, Colombia",-75.5636,6.20389,57,4.39,,,,02/19,False,1
935157807391781619,Espectacular Habitación Sabaneta,45000,"Habitación en Sabaneta, Colombia",-75.62488069340515,6.152876704032353,15,5.0,,,,09/23,False,1
664654346594394921,Hab. cerca a poblado y terminal del sur,44049,"Habitación en MEDELLÍN, Colombia",-75.58766952503912,6.208260579582381,30,4.77,,,,11/23,False,1
1047929886950548042,,,,,,,,,,,,,
52354215,ESTANCIA rápida EN 1 HABITAción PARA ALOJARSE,47015,"Habitación en MEDELLÍN, Colombia",-75.56916,6.2943,9,4.44,,,,02/22,True,1
834939043921823853,"MEDELLÍN. 
Aparta estudio. 
Independiente.",39584,"Vivienda rentada entero en MEDELLÍN, Colombia",-75.57716,6.3073,14,4.5,11/2022,True,17,02/23,False,1
943362864125343340,Aparta Estudio en MEDELLÍN,50357,"Vivienda rentada entero en MEDELLÍN, Colombia",-75.56118699999999,6.2757044,10,5.0,11/2020,True,5,02/22,False,1
48301181,Habitación con encanto privado a través de Provenza,44690,"Habitación en MEDELLÍN, Colombia",-75.56366,6.20527,58,4.64,,,,02/19,False,1
860419624435974917,Habitación Cómoda en casa grande  (laureles-Belén),55571,"Habitación en MEDELLÍN, Colombia",-75.59776,6.23443,19,4.89,,,,02/23,True,1
901710902180675360,"Céntrica, tranquila habitación cerca al poblado",49500,"Habitación en Itagüí, Colombia",-75.59372386611402,6.188998831221189,8,4.38,,,,06/23,False,1
655927225640767617,"Habitacion en casa familiar, tranquila y amigable",47501,"Habitación en MEDELLÍN, Colombia",-75.59683,6.26374,2,,,,,02/22,False,1
977787309274092696,cuarto acogedor fresco y Cómodo A3,46571,"Habitación en MEDELLÍN, Colombia",-75.57220119497084,6.217626590728916,8,5.0,,,,04/23,False,1
53592411,MEDELLÍN (Bello)Apartamento,49000,"Loft entero en Bello, Colombia",-75.55351,6.35034,21,4.57,11/2021,True,26,02/23,False,1
1012392190598605816,Cómoda Habitación con wifi y mesa de trabajo.,58005,"Habitación en Envigado, Colombia",-75.5821462,6.1718207,3,5.0,,,,03/23,False,1
36240802,Estoy listo para alojar exelente ambiente Familiar,45195,"Habitación en MEDELLÍN, Colombia",-75.60874,6.28596,19,4.89,07/2018,True,19,02/18,True,1
670207637236671364,Cómoda habitación privada con excelente ubicación,60000,"Habitación en MEDELLÍN, Colombia",-75.6035414892127,6.264136891204407,3,5.0,,,,01/24,False,1
967476366424223316,pequeña y acogedora habitación Tesoro Poblado,68571,"Habitación en MEDELLÍN, Colombia",-75.55859353867679,6.1924108919499625,16,4.94,,,,09/23,False,1
785526450916892528,Habitación cerca al parque LaFloresta y comuna 13.,48500,"Habitación en MEDELLÍN, Colombia",-75.60397166758776,6.255829513152195,2,,,,,08/23,False,1
907508385103512420,Cómodo apartaestudio en san javi,48472,"Vivienda rentada entero en MEDELLÍN, Colombia",-75.62079925807635,6.259068849960355,0,,06/2023,True,,12/23,False,1
948410671124332857,como en casa,47548,"Habitación en MEDELLÍN, Colombia",-75.59800299999999,6.2200757,1,,,,,09/23,False,1
821936573277586725,Habitación privada 101,49004,"Habitación en MEDELLÍN, Colombia",-75.58523,6.2107,1,,,,,03/23,False,1
821060962916764761,"Mi hogar,es tu lugar!",50667,"Habitación privada en apartamento con servicios incluidos en MEDELLÍN, Colombia",-75.6034818,6.270485799999999,0,,11/2020,True,,12/23,False,1
929539341064255663,Habitación en apartamento acogedor,47000,"Habitación en Bello, Colombia",-75.55123709142208,6.34219309454232,13,5.0,,,,08/23,False,1
743662859812090101,Habitación con cama doble.,45342,"Habitación en MEDELLÍN, Colombia",-75.59577,6.24999,13,4.85,,,,02/19,False,1
889299227728339791,Habitación con cama doble al frente de la UdeA,52071,"Habitación en MEDELLÍN, Colombia",-75.56901,6.26333,8,4.88,,,,06/23,False,1
907906496172529683,Habitación acogedora en laureles,45000,"Habitación en MEDELLÍN, Colombia",-75.60318,6.23894,16,4.81,,,,06/23,True,1
933517666375690969,"Habitación, con jardín en Belén",55000,"Habitación en MEDELLÍN, Colombia",-75.59836647301634,6.23400025394323,18,4.94,,,,02/23,True,1
930690831566324316,Maravilloso Descanso en el sur cerca del poblado,49500,"Habitación en Itagüí, Colombia",-75.59462950198075,6.18957570372049,1,,,,,06/23,False,1
1033505531367721717,Habitación cerca al parque  LaFloresta y Comuna 13,48500,"Habitación en MEDELLÍN, Colombia",-75.6039716,6.2558278,0,,,,,08/23,False,1
981874356174587412,Acogedora Habitación Amoblada + Desayuno,44875,"Habitación en MEDELLÍN, Colombia",-75.54721880704165,6.295026392265446,3,5.0,,,,10/23,False,1
1053055426576608046,Loft Apartment Exito Laureles,80000,"Vivienda rentada entero en MEDELLÍN, Colombia",-75.6006782190352,6.2521705964568755,3,4.67,12/2023,True,17,12/23,True,1
23063676,ACOGEDOR DORMITORIO CERCA DEL CENTRO DE MEDELLÍN,47501,"Habitación en MEDELLÍN, Colombia",-75.5599336674263,6.255643750230158,187,4.78,,,,02/18,False,1
37839924,Comparte en familia en un lugar Acogedor y Seguro,47014,"Habitación en MEDELLÍN, Colombia",-75.60854,6.20539,100,4.96,,,,02/20,False,1
911442308229059343,Habitacion #3,46000,"Habitación en Bello, Colombia",-75.56131,6.31225,9,4.44,,,,06/23,True,1
952198689923626358,Habitación privada Poblado Via Provenza la florida.,45799,"Habitación en MEDELLÍN, Colombia",-75.56341395484183,6.205592844776876,3,4.67,,,,02/19,False,1
606472142541272132,Habitación privada en sector Estadio.,48000,"Habitación en MEDELLÍN, Colombia",-75.59708,6.25086,20,4.75,,,,02/19,False,1
37720294,Habitación en Envigado cerca a metro,47501,"Habitación en Envigado, Colombia",-75.59008079358568,6.1718434484471745,28,4.82,,,,02/17,False,1
952227035329724363,Habitación con encanto privado en la Provenza,44690,"Habitación en MEDELLÍN, Colombia",-75.56363935791892,6.205125777555014,5,4.6,,,,02/19,False,1
1022382932414811798,Habitación Laureles estadio,60000,"Habitación en MEDELLÍN, Colombia",-75.5995202226653,6.2636390045444355,10,4.9,,,,05/23,False,1
1026956147255542242,Habitación 2: cerca al Poblado (baño privado),59376,"Habitación en MEDELLÍN, Colombia",-75.59041082564694,6.195061707866533,4,4.75,,,,12/23,False,1
908672508178826350,Acogedor dormitorio privado,50000,"Habitación en MEDELLÍN, Colombia",-75.59657,6.24689,4,5.0,,,,06/23,True,1
1044440216926679772,Habitación Estadio laureles,60000,"Habitación en MEDELLÍN, Colombia",-75.59932802330324,6.263196655080528,4,4.75,,,,05/23,True,1
948771898652471815,Habitación secundaria,42322,"Habitación en Bello, Colombia",-75.56767108437357,6.329502853286426,9,4.89,,,,08/23,False,1
827082279206810441,Habitación en Edificio La Casona,48862,"Habitación privada en loft en Bello, Colombia",-75.5678135,6.347149,1,,02/2023,True,,03/23,False,1
1004389886874329487,Habitacion 6 Belen Metroplus,43822,"Habitación en MEDELLÍN, Colombia",-75.60323064418031,6.226000644452874,7,5.0,,,,02/22,False,1
932532487394597302,Habitación Sencilla con baño,48000,"Habitación en MEDELLÍN, Colombia",-75.5725605,6.2046605,5,5.0,,,,02/15,False,1
51969266,Habitación 2 en Belén cerca de Metroplús,42000,"Habitación en MEDELLÍN, Colombia",-75.60251,6.22576,11,4.91,,,,02/22,False,1
844936853793759944,Habitación #2 en centro hitórico de MEDELLÍN,45641,"Habitación en MEDELLÍN, Colombia",-75.5654328,6.2562323,30,4.93,,,,02/18,False,1
974729099214788029,Habitación con dos camas,45000,"Habitación en MEDELLÍN, Colombia",-75.60000430921596,6.192579226976155,4,5.0,,,,02/18,False,1
1050280961359602765,baño privado Laureles mall,41600,"Habitación en MEDELLÍN, Colombia",-75.60491234534918,6.244155162447886,0,,,,,12/23,False,1
1019453182367740728,Hermosa Habitación en Unidad Cerrada,44057,"Habitación en Bello, Colombia",-75.55171586573124,6.34207679954717,8,5.0,,,,12/23,False,1
1041225575007982970,Exito Laureles Increíble habitación Internet de alta velocidad,55000,"Habitación en MEDELLÍN, Colombia",-75.60310948835921,6.243407762834742,5,5.0,,,,12/23,False,1
27521003,MEDELLÍN amable en centro hitórico habitación 1,49600,"Habitación en MEDELLÍN, Colombia",-75.56547,6.25568,153,4.89,,,,02/18,False,1
54307690,Agradable casa con Cómodas habitaciones. Cielo,44000,"Habitación en MEDELLÍN, Colombia",-75.60071012226427,6.228359222412086,19,5.0,,,,02/22,False,1
956188839324895739,San Joaquín laureles la 70,69000,"Habitación en MEDELLÍN, Colombia",-75.5851678,6.2465515,4,4.75,,,,02/20,False,1
808127660609858952,Cerca a todo. Transporte fácil.,47646,"Habitación en Bello, Colombia",-75.55604,6.33347,1,,,,,02/23,False,1
853667396129266170,MiniLoft completo/Lirio/Belén/Central,44900,"Alojamiento entero en MEDELLÍN, Colombia",-75.6003891,6.2321519,8,5.0,03/2023,True,34,04/23,True,1
35219962,Gran Habitación +Piscina.Cerca al Metro y Poblado,47501,"Habitación en Envigado, Colombia",-75.59677,6.15474,8,4.88,,,,02/19,False,1
900047711003133858,Casa Huitaca,47501,"Habitación en MEDELLÍN, Colombia",-75.59808,6.22059,0,,,,,02/22,False,1
52246875,Habitación 1 en Belén cerca de Metroplús,44616,"Habitación en MEDELLÍN, Colombia",-75.60206,6.22507,22,4.86,,,,02/22,False,1
54329400,Agradable casa con comodas habitaciones. Arboleda,46481,"Habitación en MEDELLÍN, Colombia",-75.59982,6.22953,31,4.9,,,,02/22,False,1
845117207725979646,Habitación privada en Envigado 1,43542,"Habitación en Envigado, Colombia",-75.57993270456791,6.17762261817651,10,5.0,,,,05/23,False,1
45667085,1 Habitación  perfecta para descansar,45337,"Habitación privada en apartamento con servicios incluidos en MEDELLÍN, Colombia",-75.58684539794922,6.244132041931152,11,4.82,09/2020,True,28,02/21,False,1
868715274323258519,habitacion privada en laureles,48000,"Habitación en MEDELLÍN, Colombia",-75.60528,6.24478,2,,,,,05/23,False,1
34399039,Habitación privada en Sabaneta con hermosa vista,55000,"Habitación en Sabaneta, Colombia",-75.62742,6.14511,1,,,,,05/23,False,1
49110883,aparta estudio medellin estacion popular 3 cuadras,46500,"Apartamento con servicios incluidos entero en MEDELLÍN, Colombia",-75.54792,6.29921,18,4.5,08/2019,True,48,02/21,False,2
810273411385811924,Habitación Privada.,47000,"Habitación en MEDELLÍN, Colombia",-75.57986,6.27301,1,,,,,02/23,False,1
781952868983742866,Habitación en casa familiar en MEDELLÍN,47501,"Habitación en MEDELLÍN, Colombia",-75.59806,6.2655,4,4.75,,,,02/22,False,1
932692561307397767,Botánico - Apartaestudio,45143,"Vivienda rentada entero en MEDELLÍN, Colombia",-75.60173605827218,6.227141097717664,9,5.0,07/2023,True,13,08/23,True,1
1049937470749165737,,,,,,,,,,,,,
