id,title,price,description,long,latitude,review_airbnb,calification_rate,created_at,verified,host_review,created_at_1,cameras_on_site,rooms,,
1034214277951355079,City View 2BR Apt-7th Floor con AC Fast Wifi,331401,"Vivienda rentada entero en Medellín, Colombia",-75.5654134,6.1904792,2,,oct-15,TRUE,7165,feb-16,TRUE,2,,
24176409,Acogedor apartamento cerca de Provenza con balcón y aire acondicionado,430029,"Apartamento con servicios incluidos entero en Medellín, Colombia",-75.56053,6.2113,18,4.94,ene-18,TRUE,1328,feb-18,TRUE,1,,
26453834,"Acogedor apartamento cerca de Provenza, lejos del ruido.",435829,"Apartamento con servicios incluidos entero en Medellín, Colombia",-75.560471,6.21131,28,4.82,ene-18,TRUE,1328,feb-18,TRUE,1,,
24475693,Apartamento moderno cerca de Provenza con aire acondicionado,435829,"Apartamento con servicios incluidos entero en Medellín, Colombia",-75.56053,6.2113,41,4.88,ene-18,TRUE,1328,feb-18,TRUE,1,,
26452701,Acogedor apartamento cerca de Provenza con balcón y aire acondicionado.,435829,"Apartamento con servicios incluidos entero en Medellín, Colombia",-75.56053,6.2113,19,4.95,ene-18,TRUE,1328,feb-18,TRUE,1,,
26428105,Acogedor apartamento cerca de Provenza con balcón y aire acondicionado.,430029,"Apartamento con servicios incluidos entero en Medellín, Colombia",-75.56053,6.2113,38,4.95,ene-18,TRUE,1328,feb-18,TRUE,1,,
981086178729845682,Casa en zona rosa de Medellín,350000,"Alojamiento entero en Medellín, Colombia",-75.5886602,6.24905014,8,4.88,sep-21,TRUE,37,feb-22,FALSE,4,,
1030524998418680136,Hermoso apto en los Bernal,358571,"Vivienda rentada entero en Medellín, Colombia",-75.6062207,6.21571819,0,,oct-21,TRUE,4,sep-23,FALSE,2,,
924147333686519162,apartamento zion,320000,"Vivienda rentada entero en Medellín, Colombia",-75.5805714,6.2450768,13,4.92,feb-21,TRUE,76,feb-21,FALSE,3,,
938597261658303712,175. Acogedor y muy limpio. Ubicacion!,340000,"Vivienda rentada entero en Medellín, Colombia",-75.5637689,6.196234,3,4.67,jul-23,TRUE,21,ago-23,FALSE,2,,
43972037,El bosque de las hadas III (Cabaña Maktub),300000,"Cabaña entero en Santa Elena, Colombia",-75.48995,6.20296,55,4.91,sep-19,TRUE,105,feb-20,FALSE,1,,
24475298,Apartamento moderno cerca de Provenza con balcón y aire acondicionado,435829,"Habitación en Medellín, Colombia",-75.56053,6.2113,29,4.9,ene-18,TRUE,1328,feb-18,TRUE,1,,
1031084358851679135,,,,,,,,,,,,,,,
26417055,OviedoMall/Desayuno/Impecable/LimpiezaDiaria,358466,"Vivienda rentada entero en Medellín, Colombia",-75.57568,6.20026,21,4.76,jun-18,TRUE,982,feb-18,TRUE,1,,
24151859,Apartamento con estilo cerca de Provenza con sauna y aire acondicionado,430029,"Apartamento con servicios incluidos entero en Medellín, Colombia",-75.56053,6.2113,8,5,ene-18,TRUE,1328,feb-18,TRUE,1,,
1049366303041700164,Apartamento en Envigado,350000,"Vivienda rentada entero en Envigado, Colombia",-75.5925239,6.1777117,1,,oct-22,TRUE,2,nov-23,FALSE,3,,
1031328551963637762,Cozy house in Envigado-Medellín,360000,"Alojamiento entero en Envigado, Colombia",-75.5831198,6.16682243,2,,nov-23,TRUE,2,dic-23,TRUE,4,,
26454135,Acogedor apartamento cerca de Provenza con piscina y aire acondicionado en el techo.,435829,"Apartamento con servicios incluidos entero en Medellín, Colombia",-75.560471,6.21131,16,4.94,ene-18,TRUE,1328,feb-18,TRUE,1,,
26453492,"Elegante apartamento cerca de Provenza con piscina, saunay aire acondicionado.",435829,"Apartamento con servicios incluidos entero en Medellín, Colombia",-75.560471,6.21131,20,4.8,ene-18,TRUE,1328,feb-18,TRUE,1,,
921731319756253345,Acogedor apartamento Viraje 3BR.,259618,"Apartamento con servicios incluidos entero en Medellín, Colombia",-75.5873339,6.21285151,9,4.78,ene-23,TRUE,151,mar-23,FALSE,3,,
24177265,"Elegante apartamento cerca de Provenza con piscina, sauna y aire acondicionado.",430029,"Habitación en apartamento con servicios incluidos en Medellín, Colombia",-75.56053,6.2113,18,4.89,ene-18,TRUE,1328,feb-18,TRUE,1,,
848519605972864429,"Apto Completo Poblado, Auto Checkin Wifi y Parqueo",334286,"Vivienda rentada entero en Medellín, Colombia",-75.5738177,6.2230372,8,4.75,ene-23,TRUE,9,abr-23,FALSE,2,,
781005011056808133,"CASA Grande, Cómoda, Sin Ruidos y Cerca al Metro",237338,"Alojamiento entero en Medellín, Colombia",-75.5880781,6.25252943,34,4.68,oct-18,TRUE,217,feb-19,TRUE,5,,
36700110,OviedoMall/Desayuno/Maravilloso/LimpiezaDiaria,438430,"Vivienda rentada entero en Medellín, Colombia",-75.57551,6.20028,14,4.93,jun-18,TRUE,982,feb-18,TRUE,1,,
24176441,Apartamento moderno cerca de Provenza con piscina en la azotea y aire acondicionado.,430029,"Apartamento con servicios incluidos entero en Medellín, Colombia",-75.56053,6.2113,11,5,ene-18,TRUE,1328,feb-18,TRUE,1,,
24474790,Apartamento moderno cerca de Provenza con balcón y aire acondicionado,430029,"Apartamento con servicios incluidos entero en Medellín, Colombia",-75.56053,6.2113,14,5,ene-18,TRUE,1328,feb-18,TRUE,1,,
24475376,Acogedor apartamento cerca de Provenza con piscina en la azotea y aire acondicionado,435829,"Apartamento con servicios incluidos entero en Medellín, Colombia",-75.56053,6.2113,32,4.94,ene-18,TRUE,1328,feb-18,TRUE,1,,
592902161409391597,Nuevo y hermoso apto con todas las comodidades-P4,360000,"Habitación privada en apartamento con servicios incluidos en Medellín, Colombia",-75.58727,6.23772,1,,jul-16,TRUE,78,feb-22,FALSE,3,,
26428104,"Apartamento boutique cerca de Provenza con piscina,sauna y aire acondicionado.",435829,"Apartamento con servicios incluidos entero en Medellín, Colombia",-75.56053,6.2113,33,4.85,ene-18,TRUE,1328,feb-18,TRUE,1,,
47160628,Poblado Central - 1 alcoba!,85000,"Habitación en Medellín, Colombia",-75.57871,6.20507,8,4.63,,,,feb-17,FALSE,1,,
42456548,Lugar exclusivo y acogedor en Medellín,362661,"Vivienda rentada entero en Medellín, Colombia",-75.60205,6.21759,1,,jul-19,TRUE,,feb-20,FALSE,2,,
24377179,Cómodo departamento cerca de Zona Rosa con piscina en la azotea y aire acondicionado,430029,"Habitación en apartamento con servicios incluidos en Medellín, Colombia",-75.56053,6.2113,17,4.88,ene-18,TRUE,1328,feb-18,TRUE,1,,
1049552222266902964,,,,,,,,,,,,,,,
24475217,Departamento moderno cerca de Provenza con piscina en la azotea y aire acondicionado,435829,"Apartamento con servicios incluidos entero en Medellín, Colombia",-75.56053,6.2113,17,4.76,ene-18,TRUE,1328,feb-18,TRUE,1,,
24176881,"Apartamento boutique cerca de Provenza con piscina,sauna y aire acondicionado",430029,"Apartamento con servicios incluidos entero en Medellín, Colombia",-75.56053,6.2113,27,4.85,ene-18,TRUE,1328,feb-18,TRUE,1,,
732468916679491879,,,,,,,,,,,,,,,
831324876286783438,Comfort poblado,275938,"Vivienda rentada entero en Medellín, Colombia",-75.5784283,6.20365165,1,,ene-20,TRUE,361,feb-21,FALSE,3,,
26451496,"Apartamento de lujo cerca de Provenza con piscina, sauna y aire acondicionado.",435829,"Apartamento con servicios incluidos entero en Medellín, Colombia",-75.56053,6.2113,16,4.94,ene-18,TRUE,1328,feb-18,TRUE,1,,
51197397,CASA UNICA EN GUADUA EN EL MUNICIPIO DEL RETIRO,363453,"Casa de campo entero en Envigado, Colombia",-75.52173,6.13723,3,5,sep-18,TRUE,19,feb-21,FALSE,4,,
689378663621048733,Edificio patrimonio en el corazón de Medellín,360000,"Habitación en Medellín, Colombia",-75.5599,6.25809,2,,,,,feb-21,FALSE,1,,
1034713918795049612,"Máxima ubicación, jacuzzi de moda - SL 301",366603,"Vivienda rentada entero en Medellín, Colombia",-75.5732077,6.2139554,0,,oct-21,TRUE,240,feb-23,FALSE,2,,
26452079,"Apartamento de lujo cerca de Provenza con piscina, sauna y aire acondicionado",435829,"Vivienda rentada entero en Medellín, Colombia",-75.56053,6.2113,9,4.78,,,,feb-18,TRUE,1,,
973986065741357050,Apto para huéspedes con acceso al jacuzzi,463457,"Habitación en Medellín, Colombia",-75.5590044,6.26176565,0,,,,,jun-23,FALSE,1,,
1016969987597916648,,,,,,,,,,,,,,,
974727147619824766,Party Vibe @ our Art District House jaccuzi y más,433616,"Habitación en La Candelaria, Colombia",-75.5601767,6.26008322,0,,,,,sep-23,FALSE,1,,
635630469376381162,10th Street. Exclusiva Suite en Provenza,453465,"Vivienda rentada entero en Medellín, Colombia",-75.565186,6.208907,93,4.89,jun-21,TRUE,1164,feb-21,FALSE,1,,
990671434901251713,The Spot Bldg 33,505972,"Vivienda rentada entero en Medellín, Colombia",-75.5661985,6.20991871,11,4.91,jun-21,TRUE,1164,feb-21,FALSE,2,,
662300944568681581,"Vistas increíbles, Poblado. 3 dormitorios.",380000,"Vivienda rentada entero en Medellín, Colombia",-75.56691,6.22444,84,4.93,nov-20,TRUE,223,feb-21,FALSE,3,,
2935656,"Blux 2 dormitorios, cerca del parque Lleras, vistas, balcones",441658,"Vivienda rentada entero en Medellín, Colombia",-75.55907,6.21314,165,4.79,ago-11,TRUE,4737,2-dic,FALSE,2,,
883459634173107210,Amplio aire acondicionado 2BR Apt Laureles y seguridad LAS 24 HORAS | TC-3,313229,"Vivienda rentada entero en Medellín, Colombia",-75.58324,6.24449,28,4.82,,,,feb-22,FALSE,2,,
1027181533914952098,Nuevo Apartamento en Laureles/Estadio 101,95714,"Apartamento con servicios incluidos entero en Medellín, Colombia",-75.5972681,6.2589613,4,4.75,oct-23,TRUE,8,dic-23,FALSE,2,,
597825525752330567,"Jacuzzi, Wifi 100 MB en el Poblado, Medellín (11)",413143,"Habitación privada en loft en Medellín, Colombia",-75.57004,6.201,142,4.82,jul-20,TRUE,2709,feb-22,FALSE,2,,
42656896,Loft espacioso de 710 pies - Alori 402,320994,"Apartamento con servicios incluidos entero en Medellín, Colombia",-75.59428,6.24908,77,4.86,feb-20,TRUE,1532,feb-20,TRUE,1,,
939202368208405669,Amplio apartamento 3 BR con balcón/internet/ubicación,421293,"Vivienda rentada entero en Medellín, Colombia",-75.5996644,6.23975879,22,4.82,ene-17,TRUE,5541,feb-17,FALSE,3,,
959763317934097640,"Silencioso jacuzzi, aire acondicionado, patio",424037,"Vivienda rentada entero en Medellín, Colombia",-75.5692863,6.2106563,37,4.76,mar-16,TRUE,7626,feb-16,FALSE,1,,
34420975,Disfruta de una increíble vista del Poblado | 3Bdr_3.5Bth,378429,"Vivienda rentada entero en Medellín, Colombia",-75.60002,6.21888,48,4.88,may-19,TRUE,405,feb-19,TRUE,3,,
984155234615514089,Nuevo Apto Estadio Medellin 801,350000,"Vivienda rentada entero en Medellín, Colombia",-75.5934052,6.25783028,4,5,jul-23,TRUE,54,oct-23,TRUE,2,,
968715376198558168,amplio y moderno apartamento,315357,"Vivienda rentada entero en Medellín, Colombia",-75.5648182,6.21583366,8,4.88,oct-21,TRUE,67,feb-23,TRUE,3,,
50663063,1303 LUJOSO APARTAMENTO EN EL POBLADO MEDELLÌN,348036,"Vivienda rentada entero en Medellín, Colombia",-75.554642,6.206325,159,4.88,sep-19,TRUE,3547,feb-20,TRUE,2,,
50815022,"Brillante, elegante apto en Balsos-1AC.",437558,"Condo entero en Medellín, Colombia",-75.56596,6.19188,37,4.73,dic-19,TRUE,529,feb-20,TRUE,2,,
847034715046321897,"|EP| Urban Oasis Apt con ubicación privilegiada, balcón.",519196,"Vivienda rentada entero en Medellín, Colombia",-75.5673794,6.1982926,26,4.85,ago-22,TRUE,318,feb-23,FALSE,1,,
602994101555145162,Apartamento excepcional en suites de clase - El Poblado,430817,"Apartamento con servicios incluidos entero en Medellín, Colombia",-75.56468,6.19055,78,4.86,sep-15,TRUE,109,feb-22,FALSE,2,,
1022472443126985683,Acogedor apartamento en el poblado 273,325143,"Vivienda rentada entero en Medellín, Colombia",-75.5627801,6.19635267,8,4.63,mar-19,TRUE,110,feb-19,FALSE,3,,
931880642725649554,Apartamento a corta distancia de Provenza,317530,"Condo entero en Medellín, Colombia",-75.5627109,6.20066116,0,,sep-16,TRUE,23,jul-23,FALSE,2,,
939725021826443272,Amplio apartamento 3 BR con balcón/internet/ubicación,426788,"Vivienda rentada entero en Medellín, Colombia",-75.5990939,6.24004326,22,4.91,ene-17,TRUE,5541,feb-17,FALSE,3,,
791928897718178723,"|EP| Vibrante apartamento en Provenza con cama tamaño king,aire acondicionado,balcón",507962,"Vivienda rentada entero en Medellín, Colombia",-75.5639456,6.2067636,21,4.95,ago-22,TRUE,318,feb-23,FALSE,1,,
40000987,"Loft Laureles, piso alto, aire acondicionado, piscina en la azotea",447429,"Vivienda rentada entero en Medellín, Colombia",-75.588791,6.244993,42,4.88,jun-19,TRUE,1936,feb-19,TRUE,1,,
45824973,Vistas espectaculares desde el apartamento 2BD Blux,434006,"Vivienda rentada entero en Medellín, Colombia",-75.56071,6.21297,11,4.73,ene-16,TRUE,4400,feb-16,TRUE,2,,
946911226267865091,Cozy Apartment | Las Palmas - El Poblado + Pool,360184,"Vivienda rentada entero en Medellín, Colombia",-75.5613014,6.22670684,16,5,jul-16,,323,feb-16,TRUE,3,,
684003034684251866,Increíble departamento de 3 dormitorios en la mejor zona de Medellín,300936,"Condo entero en Medellín, Colombia",-75.58092,6.24256,18,4.83,ago-19,TRUE,22,feb-22,TRUE,3,,
844310030351336333,Habitación doble Deluxe con balcones en Medellín,245367,"Habitación privada en loft en Medellín, Colombia",-75.58877,6.23951,4,4.5,mar-23,TRUE,170,jul-23,TRUE,1,,
947322132903987954,"Cabaña con jacuzzi, Santa Elena",380000,"Cabaña entero en Medellín, Colombia",-75.48574,6.20021772,3,4.67,ene-18,TRUE,21,may-23,FALSE,1,,
1025456188762341499,Amplio de 2 Alcobas 5 Personas,433950,"Vivienda rentada entero en Medellín, Colombia",-75.5971126,6.24339661,1,,dic-22,TRUE,451,feb-23,FALSE,2,,
1050785984161082743,Estudio en oferta para 2 pers,380000,"Vivienda rentada entero en Medellín, Colombia",-75.5649191,6.19534634,0,,feb-23,TRUE,5,mar-23,FALSE,1,,
1021837233778868964,Edificio nuevo lujoso 3Hab 2Bañ 24/7 Portería6,363286,"Vivienda rentada entero en Medellín, Colombia",-75.5912542,6.23619101,6,4.83,mar-19,TRUE,110,feb-19,TRUE,3,,
714427624686604748,¡Gran lugar para desconectar!,371429,"Villa entero en Sabaneta, Colombia",-75.5973429,6.14846118,19,4.84,mar-21,TRUE,57,feb-22,FALSE,3,,
19250792,Soul Lifestyle Apt cerca al Lleras c/ balcón & gym,452886,"Vivienda rentada entero en Medellín, Colombia",-75.56663,6.19921,32,4.63,feb-17,TRUE,2692,feb-17,FALSE,1,,
899572161583162367,Acogedor y moderno de 2 CAMAS/2 baños/a 10 minutos del parque Lleras,618889,"Vivienda rentada entero en Medellín, Colombia",-75.563128,6.1929383,6,4.83,feb-18,TRUE,589,feb-18,TRUE,2,,
1026178547130941951,Casa grande/cerca poblado/2BR/3WC,321429,"Alojamiento entero en Medellín, Colombia",-75.5833341,6.22134318,1,,jun-17,TRUE,210,feb-22,TRUE,2,,
967358660994662662,Central y cómodo apartamento en Envigado,320000,"Alojamiento entero en Envigado, Colombia",-75.5898675,6.1694328,7,5,ago-23,TRUE,7,oct-23,TRUE,3,,
984104271710324893,Nuevo Apartamento Golden 701,350000,"Vivienda rentada entero en Medellín, Colombia",-75.5926508,6.25813487,4,4.75,jul-23,TRUE,54,oct-23,TRUE,2,,
1005051754982273307,Asombroso Apartamento en el Poblado,356250,"Apartamento con servicios incluidos entero en Medellín, Colombia",-75.579306,6.1918604,1,,oct-16,TRUE,102,jul-23,FALSE,2,,
623825558740122581,Suite Luxury Class con lugar de trabajo en El Poblado,453326,"Apartamento con servicios incluidos entero en Medellín, Colombia",-75.565797,6.190761,54,4.87,ene-20,TRUE,112,feb-22,FALSE,1,,
741931739282739977,201 Apto entero Provenza - Cerca al Lleras,380000,"Vivienda rentada entero en Medellín, Colombia",-75.5650582,6.2110775,31,4.48,oct-22,TRUE,74,feb-23,FALSE,2,,
1045618228059737516,Moderno apartamento en el corazón de Sabaneta,204982,"Vivienda rentada entero en Sabaneta, Colombia",-75.61655,6.15258,0,,oct-20,TRUE,135,feb-22,TRUE,3,,
54083593,Apartamento en un hotel+ coworking+ cafetería+gimnasio,374487,"Apartamento con servicios incluidos entero en Medellín, Colombia",-75.57728,6.19826,90,4.88,jul-17,TRUE,211,feb-18,FALSE,2,,
17378557,"Estilo de vida Soul, apartamento con balcón, cerca de Provenza.",459671,"Vivienda rentada entero en Medellín, Colombia",-75.56595,6.19806,41,4.85,feb-17,TRUE,2692,feb-17,FALSE,1,,
939434084078238717,casa grande con excelente ubicación,380000,"Alojamiento entero en Medellín, Colombia",-75.5925039,6.2362153,16,4.63,dic-16,TRUE,22,mar-23,TRUE,5,,
848413270904495583,Ubicación inmejorable @Poblado Fast WiFi/AC/Lavandería,371688,"Vivienda rentada entero en Medellín, Colombia",-75.5660051,6.20975371,49,4.98,sep-16,TRUE,88,abr-23,FALSE,1,,
907048641543648126,Linda habitación doble en Laureles,206320,"Vivienda rentada entero en Medellín, Colombia",-75.59188,6.24364,11,4.64,ago-15,TRUE,139,feb-19,TRUE,2,,
904587706616792619,Apartamento Mayorca,400000,"Vivienda rentada entero en Sabaneta, Colombia",-75.6053,6.15872,4,4.75,may-23,TRUE,13,jun-23,FALSE,3,,
1043580782245612626,Poblado! vistas increíbles!,250000,"Vivienda rentada entero en Medellín, Colombia",-75.5643528,6.22700597,0,,nov-15,TRUE,141,feb-16,FALSE,3,,
985064847337304251,|EP| Impresionante apartamento en Provenza con un diseño exquisito,518092,"Vivienda rentada entero en Medellín, Colombia",-75.5648397,6.20813726,8,4.88,ago-22,TRUE,318,feb-23,FALSE,1,,
26148244,"Estilo de vida del alma, cerca de Provenza, con Internet rápido.",427209,"Vivienda rentada entero en Medellín, Colombia",-75.56784,6.19771,9,4.78,feb-17,TRUE,2692,feb-17,FALSE,1,,
18627017,"Blux 2Bd, cerca de Provenza, 2 balcones Pv",411462,"Vivienda rentada entero en Medellín, Colombia",-75.56131,6.21333,128,4.79,ago-11,TRUE,4737,2-dic,FALSE,2,,
18879222,"Estilo de vida del alma, sin TARIFAS, WIFI rápido, coworking.",434766,"Apartamento con servicios incluidos entero en Medellín, Colombia",-75.56573,6.20224,47,4.87,feb-17,TRUE,2692,feb-17,FALSE,1,,
993408802226658309,Increíble vista | Penthouse en El Poblado,377285,"Apartamento con servicios incluidos entero en Medellín, Colombia",-75.5588507,6.20643126,0,,,,,nov-23,FALSE,2,,
982545838390542907,Nuevo Apartamento Golden 601,350000,"Vivienda rentada entero en Medellín, Colombia",-75.5926401,6.25816624,6,5,jul-23,TRUE,54,oct-23,TRUE,2,,
1002903214767555169,Máxima ubicación/jacuzzi de moda - SL 301,366603,"Vivienda rentada entero en Medellín, Colombia",-75.5732099,6.21397887,13,4.92,,,,feb-19,FALSE,2,,
1046535184028359655,Precioso hogar a estrenar en Poblado / AC,360059,"Vivienda rentada entero en Medellín, Colombia",-75.573187,6.21409991,1,,oct-18,TRUE,1014,feb-21,FALSE,2,,
18737318,"Soul Lifestyle, apartamento cerca de Provenza, wifi rápido",451786,"Apartamento con servicios incluidos entero en Medellín, Colombia",-75.56869,6.19903,42,4.9,feb-17,TRUE,2692,feb-17,FALSE,1,,
981247028559675247,Nuevo Apartamento Golden 501,350000,"Vivienda rentada entero en Medellín, Colombia",-75.5930182,6.2574087,4,5,jul-23,TRUE,54,oct-23,TRUE,2,,
1030475999370455028,Casa Solei 12-3 - Apartamento/jacuzzi privado agradable,378429,"Vivienda rentada entero en Medellín, Colombia",-75.5733313,6.2142999,1,,ene-17,TRUE,3666,feb-19,FALSE,2,,
934399617623159288,Ciudad natal con jacuzzi privado,380000,"Casa adosada entero en Medellín, Colombia",-75.5951337,6.24855356,4,5,jun-17,TRUE,9,feb-17,TRUE,2,,
52877226,WEST - Shining Apartment. SelfCheck-In. 2BR,336210,"Vivienda rentada entero en Medellín, Colombia",-75.57311,6.21332,107,4.88,ene-17,TRUE,1595,feb-18,FALSE,2,,
803975683932060019,"Casa vibrante, Manila El Poblado a 5 minutos",353634,"Vivienda rentada entero en Manila, Colombia",-75.570791,6.213322,40,4.83,mar-18,TRUE,52,feb-22,FALSE,3,,
980341983920899099,Nuevo apartamento Golden 201,350000,"Vivienda rentada entero en Medellín, Colombia",-75.5926772,6.25830444,4,4.75,jul-23,TRUE,54,oct-23,TRUE,2,,
580014056004846688,"Luxur, Beautifil, Amplio, Silencio,Gran ubicación: 200 Mbs",410000,"Vivienda rentada entero en Medellín, Colombia",-75.5676,6.21054,55,4.87,dic-20,TRUE,203,feb-22,FALSE,3,,
980446386126313546,Nuevo apartamento Golden 301,350000,"Vivienda rentada entero en Medellín, Colombia",-75.5925683,6.2583481,4,5,jul-23,TRUE,54,oct-23,TRUE,2,,
41821166,Duplex Loft Designe Family Apartment in Poblado,405000,"Loft entero en Medellín, Colombia",-75.57371,6.20914,93,4.66,may-16,TRUE,901,feb-16,FALSE,1,,
948796398740570143,"¡Comodidad cerca a todo lo necesario, con garaje!",560000,"Alojamiento entero en Envigado, Colombia",-75.5819256,6.1667342,3,5,jun-23,TRUE,3,ago-23,FALSE,4,,
971223120226579031,Moderno apartamento en zona nueva en itagui,371429,"Vivienda rentada entero en Medellín, Colombia",-75.5948445,6.20025526,0,,jul-23,TRUE,,ago-23,FALSE,2,,
19428627,"Soul Lifestyle, apartamento con wifi rápido y la mejor ubicación.",430231,"Apartamento con servicios incluidos entero en Medellín, Colombia",-75.56723,6.20202,24,4.71,feb-17,TRUE,2692,feb-17,FALSE,2,,
19021388,"Soul Lifestyle, descuento de última hora, wifi, piscina.",460460,"Apartamento con servicios incluidos entero en Medellín, Colombia",-75.5671,6.20119,39,4.87,feb-17,TRUE,2692,feb-17,FALSE,1,,
18899957,"Soul Lifestyle, sin CARGOS, gimnasio, coworking, piscina.",438380,"Apartamento con servicios incluidos entero en Medellín, Colombia",-75.56769,6.20041,36,4.94,feb-17,TRUE,2692,feb-17,FALSE,1,,
994272782610698027,Moderno apartamento 12,180000,"Vivienda rentada entero en Sabaneta, Colombia",-75.6066494,6.15988045,1,,ene-20,,130,feb-21,FALSE,2,,
27985186,"Soul Lifestyle, apartamento con wifi rápido y la mejor ubicación.",454151,"Apartamento con servicios incluidos entero en Medellín, Colombia",-75.5671,6.19822,14,4.43,feb-17,TRUE,2692,feb-17,FALSE,1,,
975224195144866215,Casa margarita,380000,"Vivienda rentada entero en Medellín, Colombia",-75.589723,6.2457351,0,,abr-22,TRUE,41,feb-22,FALSE,2,,
771799438467604103,Casa Solei 12-3 - Apartamento/jacuzzi privado agradable,378429,"Vivienda rentada entero en Medellín, Colombia",-75.5733313,6.2142999,27,4.63,oct-21,TRUE,240,feb-23,FALSE,2,,
1025287587556060636,Loft en Sabaneta,250000,"Loft entero en Sabaneta, Colombia",-75.6043391,6.15920419,0,,oct-22,TRUE,2,nov-23,FALSE,2,,
981137361574408329,Tranquilo y Luminoso Golden 401,350000,"Vivienda rentada entero en Medellín, Colombia",-75.5928938,6.25743282,1,,jul-23,TRUE,54,oct-23,TRUE,2,,
873961390744922358,Apartamento amoblado perfecto para grupos,412425,"Vivienda rentada entero en Medellín, Colombia",-75.559079,6.2415894,1,,abr-23,TRUE,48,may-23,FALSE,3,,
17441756,"Soul Lifestyle, descuento mensual, apartamento con balcón.",451786,"Apartamento con servicios incluidos entero en Medellín, Colombia",-75.56748,6.19821,49,4.71,feb-17,TRUE,2692,feb-17,FALSE,1,,
689781846009638340,Suite de lujo en el Poblado-Medellín,391000,"Vivienda rentada entero en Medellín, Colombia",-75.57071,6.21354,3,5,jul-22,TRUE,235,feb-23,TRUE,1,,
984819066799693024,Genial hermoso Lalinde poblado,277143,"Vivienda rentada entero en Medellín, Colombia",-75.5648325,6.2107187,0,,jun-19,TRUE,869,feb-19,FALSE,1,,
